searchedWord,pronounciations,englishDefinition,partOfSpeech,tags,seeAlso,info
2,交錯した='こうさくした',"entangled, mingled, intricate, complicated",Noun or verb acting prenominally,,,
,,,,,,
3,交錯配列法='no reading provided',Chiasmus,Wikipedia definition,,,
見せ掛け,,,,,,
1,"見せ掛け='みせかけ', 見せかけ='みせかけ'","seeming, pose, show, pretense, sham, mock","Noun, No-adjective",,,
,,,,,,
2,"見せかける='みせかける', 見せ掛ける='みせかける'","to pretend, to feign","Ichidan verb, Transitive verb",,,
根性,,,,,,
1,根性='こんじょう',"willpower, guts, determination, grit, spirit",Noun,,,
,,"character, nature, disposition, personality",,,,
,,,,,,
2,根性曲がり='こんじょうまがり',"villainous, warped",No-adjective,,根性が曲がる こんじょうがまがる,
,,,,,,
3,根性焼き='こんじょうやき',cigarette burn,"Noun, Suru verb",,,
,,,,,,
4,根性のすわった='こんじょうのすわった',fearless,Noun or verb acting prenominally,,,
,,,,,,
5,根性論='こんじょうろん',"belief that where there's a will, there's a way",Noun,,,
,,,,,,
6,根性が曲がる='こんじょうがまがる',"to have a perverse character, to have a twisted personality","Expression, Godan verb with ru ending",,,
角度,,,,,,
1,角度='かくど',angle,"Noun, No-adjective",,,
,,Angle,,,,
,,,,,,
2,角度ゲージ='かくどゲージ',angle gauge,Noun,,,
若作,,,,,,
1,若作り='わかづくり',"dressing oneself up to look young, altering one's appearance to look young, dressing younger than one's age","Noun, No-adjective, Na-adjective",,,
大半,,,,,,
1,大半='たいはん',"majority, more than half, most (of)","Noun, No-adjective",,,
,,"mostly, largely, mainly, predominately, nearly",,,,
普段,,,,,,
1,普段='ふだん',"usual, habitual, ordinary, everyday, usually, generally, always","No-adjective, Adverbial noun, Temporal noun, Noun",,,
,,,,,,
2,"不断着='ふだんぎ', 普段着='ふだんぎ'","casual wear, ordinary clothes, everyday clothes, home wear",Noun,,,
,,,,,,
3,普段から='ふだんから',"on a routine basis, regularly, habitually","Expression, Adverb, No-adjective",,,
想定,,,,,,
1,想定='そうてい',"hypothesis, supposition, assumption","Noun, Suru verb",,,
,,,,,,
2,想定内='そうていない',"within expectations, as expected, within the scope of hypothesis or assumption",No-adjective,,,
,,,,,,
3,想定問答集='そうていもんどうしゅう',"anticipated questions and answers (e.g. for a press conference, interview or oral exam), collection of hypothetical questions and answers",Noun,,,
,,,,,,
4,想定外='そうていがい',"beyond expectations, beyond what one expected, not foreseen, exceeding assumptions","No-adjective, Noun",,,
,,,,,,
5,想定小数点='そうていしょうすうてん',assumed decimal point,Noun,Computer terminology,,
,,,,,,
6,想定問答='そうていもんどう',"anticipated questions and answers (e.g. for a press conference, interview or oral exam)",Noun,,,
,,,,,,
7,想定線='no reading provided',180 degree rule,Wikipedia definition,,,
釈迦,,,,,,
1,釈迦='しゃか',"Gautama Buddha, Shakyamuni, the historical Buddha (5th c. BCE?)",Noun,,,
,,Gautama Buddha,,,,
,,,,,,
2,釈迦牟尼='しゃかむに',"Gautama Buddha, Shakyamuni, the historical Buddha (5th c. BCE?)",Noun,,,
,,,,,,
3,釈迦頭='しゃかとう',"sugar apple, sweetsop (fruit)",Noun,,蕃茘枝,
,,,,,,
4,"釈迦占地='しゃかしめじ', no kanji='シャカシメジ'",Lyophyllum fumosum (species of mushroom),Noun,Usually written using kana alone,,
,,,,,,
5,釈迦三尊='しゃかさんぞん',"Shakyamuni triad, Gautama triad, image of Shakyamuni (Gautama) Buddha flanked by two attendants",Noun,Buddhist term,,
,,,,,,
6,釈迦如来='しゃかにょらい',"Gautama Buddha, Shakyamuni, the historical Buddha (5th c. BCE?)",Noun,,,
,,,,,,
7,釈迦に説法='しゃかにせっぽう',"teaching your grandmother to suck eggs, teaching something to someone who knows more than you, preaching to the choir, lecturing to the Buddha",Expression,,,
,,,,,,
8,釈迦ヶ岳 (奈良県)='no reading provided',Mount Shakka,Wikipedia definition,,,
,,,,,,
9,釈迦族='no reading provided',Shakya,Wikipedia definition,,,
実装,,,,,,
1,実装='じっそう',"implementation (e.g. of a feature), installation (of equipment), mounting, packaging","Noun, Suru verb",,,
,,Implementation,,,,
,,,,,,
2,実装密度='じっそうみつど',population (density),Noun,Computer terminology,,
,,,,,,
3,実装者定義='じっそうしゃていぎ',implementation defined,Noun,Computer terminology,,
,,,,,,
4,実装標準='じっそうひょうじゅん',implementation standard,Noun,Computer terminology,,
しちまえば,,,,,,
1,為る='する',to do,Suru verb - irregular,Usually written using kana alone,,
,,"to cause to become, to make (into), to turn (into)",,,,
,,"to serve as, to act as, to work as",,,,
,,"to wear (clothes, a facial expression, etc.)",,,,
,,"to judge as being, to view as being, to think of as, to treat as, to use as",,,,
,,"to decide on, to choose",,,,
,,"to be sensed (of a smell, noise, etc.)",,,,
,,"to be (in a state, condition, etc.)",,,,
,,"to be worth, to cost",,,,
,,"to pass (of time), to elapse",,,,
,,"to place, or raise, person A to a post or status B",,,,
,,"to transform A to B, to make A into B, to exchange A for B",,,,
,,"to make use of A for B, to view A as B, to handle A as if it were B",,,,
,,to feel A about B,,,,
,,"verbalizing suffix (applies to nouns noted in this dictionary with the part of speech ""vs"")",,,,
,,"creates a humble verb (after a noun prefixed with ""o"" or ""go"")",,,,
,,"to be just about to, to be just starting to, to try to, to attempt to",,,,
,,,,,,
2,"摺る='する', 刷る='する'",to print,"Godan verb with ru ending, Transitive verb",,,
,,to color or pattern fabric using a wooden mold,,,,
,,,,,,
3,"擂る='する', 擦る='する', 磨る='する', 摩る='する'","to rub, to chafe, to strike (match), to file, to frost (glass)","Godan verb with ru ending, Transitive verb",,,
,,"to lose (e.g. a match), to forfeit, to squander one's money (e.g. through gambling, Pachinko, etc.)",,,,
,,,,,,
4,掏る='する',to pick someone's pocket,"Godan verb with ru ending, Transitive verb",Usually written using kana alone,掏摸,
,,,,,,
5,"剃る='そる, する'",to shave,"Godan verb with ru ending, Transitive verb",,,
,,,,,,
6,鋭い='するどい',"sharp (blade), pointed",I-adjective,,,
,,"sharp (pain), stabbing, cutting (remark), stinging, pointed (question or look), screeching (noise)",,,,
,,"perceptive, keen, quick (mind), astute, shrewd, discerning",,,,
,,"nimble, agile, quick",,,,
,,,,,,
7,no kanji='すると',"thereupon, hereupon",Conjunction,,,
,,,,,,
8,no kanji='スルー',"ignoring, looking the other way, letting pass","Noun, Suru verb",Colloquialism,,
,,"passing through, going through",,,,
,,ball hit through net (in tennis),,,,
,,,,,,
9,"鯣烏賊='するめいか', no kanji='スルメイカ'","Japanese common squid, Pacific flying squid (Todarodes pacificus)",Noun,Usually written using kana alone,,
,,Japanese Flying Squid,,,,
,,,,,,
10,"鯣='するめ', no kanji='スルメ'","dried squid, dried cuttlefish",Noun,Usually written using kana alone,,
,,Japanese common squid (Todarodes pacificus),,,,
,,Dried shredded squid,,,,
,,,,,,
11,駿河問い='するがどい',"Japanese bondage torture (hands and feet are behind the victim's back, and they are hanged from the ceiling with a rock on their back)",Noun,,,
,,,,,,
12,するが良い='するがよい',"had better ..., may as well ...","Expression, I-adjective",,するがいい,
,,,,,,
13,スループットＢＯＤ='スループットビーオーディー',throughput Bandwidth On Demand,Noun,Computer terminology,,
,,,,,,
14,no kanji='するべき',"should do, ought to do",Expression,,,
,,,,,,
15,no kanji='スループ',sloop,Noun,,,
,,Sloop,,,,
,,,,,,
16,スルホン酸='スルホンさん',sulfonic acid,Noun,,,
,,Sulfonic acid,,,,
,,,,,,
17,no kanji='スルホンアミド',"sulfonamide, sulphonamide",Noun,,,
,,Sulfonamide (chemistry),,,,
,,,,,,
18,no kanji='スループット',throughput,Noun,,,
,,Throughput,,,,
,,,,,,
19,"no kanji='スルファジアジン, スルファダイアジン'",sulfadiazine,Noun,,,
,,Sulfadiazine,,,,
,,,,,,
20,"no kanji='スルタン, サルタン'",sultan,Noun,,,
目前,,,,,,
1,目前='もくぜん',"before one's very eyes, under one's nose, imminence, close at hand","Noun, No-adjective",,,
,,,,,,
2,"目前='めさき', 目先='めさき'","before one's eyes, under one's nose",Noun,,,
,,"immediate (e.g. interests), present, at hand, short-run",,,,
,,"foresight, near future",,,,
,,appearance,,,,
保存,,,,,,
1,保存='ほぞん',"preservation, conservation, storage, maintenance","Noun, Suru verb",,,
,,saving (e.g. to disk),,,,
,,,,,,
2,保存食='ほぞんしょく',preserved foods,Noun,,,
,,Food preservation,,,,
,,,,,,
3,保存状態='ほぞんじょうたい',"condition, state of preservation",Noun,,,
,,,,,,
4,保存料='ほぞんりょう',preservative,Noun,,,
,,,,,,
5,保存系='ほぞんけい',conservative system,Noun,Physics terminology,,
,,,,,,
6,保存版='ほぞんばん',"special issue (of magazine, etc.), timeless edition, collector's edition",Noun,,,
,,,,,,
7,保存先='ほぞんさき',"destination to save to, save location (for a file)",Noun,Computer terminology,,
,,,,,,
8,保存量='ほぞんりょう',conserved quantity,Noun,Physics terminology,,
,,,,,,
9,保存期間='ほぞんきかん',retention period,Noun,Computer terminology,,
,,,,,,
10,保存処理='ほぞんしょり',"curing (meat, etc.), preservative treatment","Noun, Suru verb",,,
引き摺られ,,,,,,
1,"引き摺られる='ひきずられる', 引きずられる='ひきずられる'","to let oneself be persuaded, to be influenced",Ichidan verb,,引き摺る,
副産物,,,,,,
1,副産物='ふくさんぶつ',"byproduct, side line",Noun,,,
,,By-product,,,,
かりそめ,,,,,,
1,"仮初め='かりそめ', 苟且='かりそめ, こうしょ', 仮初='かりそめ'","temporary, transient","No-adjective, Na-adjective",Usually written using kana alone,,
,,"trifling, slight, negligent",,,,
,,,,,,
2,"仮初めにも='かりそめにも', 仮初にも='かりそめにも'","for a moment, even as a joke, even in the slightest degree",Adverb,,,
,,,,,,
3,カリソメ乙女='no reading provided',Karisome Otome,Wikipedia definition,,,
愛想笑い,,,,,,
1,"あいそ笑い='あいそわらい', 愛想笑い='あいそわらい, あいそうわらい', あいそ笑='あいそわらい'","insincere smile, ingratiating smile, forced smile","Noun, Suru verb",,,
強靱,,,,,,
1,"強靱='きょうじん', 強じん='きょうじん', 強靭='きょうじん'","tough, strong, stiff, tenacious","Na-adjective, Noun",,,
火急,,,,,,
1,火急='かきゅう',"urgency, exigency, emergency","Noun, No-adjective, Na-adjective",,,
駆逐,,,,,,
1,駆逐='くちく',"extermination, expulsion, destruction","Noun, Suru verb",,,
,,,,,,
2,駆逐艦='くちくかん',destroyer (ship),Noun,,,
,,Destroyer,,,,
,,,,,,
3,駆逐戦車='くちくせんしゃ',"tank destroyer, self-propelled anti-tank gun",Noun,,,
,,Tank destroyer,,,,
,,,,,,
4,駆逐艦ベッドフォード作戦='no reading provided',The Bedford Incident,Wikipedia definition,,,
,,,,,,
5,駆逐艦母艦='no reading provided',Destroyer tender,Wikipedia definition,,,
脚,,,,,,
1,"肢='あし', 足='あし', 脚='あし'",foot,Noun,,,
,,leg,,,,
,,gait,,,,
,,pace,,,,
,,bottom structural component (i.e. radical) of a kanji,,,,
,,means of transportation,,,,
,,"money, coin",,,,
,,Foot,,,,
,,,,,,
2,脚='きゃく',counter for chairs or seats,Counter,,,
,,Leg,,,,
,,,,,,
3,脚本='きゃくほん',"script, screenplay, scenario",Noun,,,
,,Screenplay,,,,
,,,,,,
4,脚色='きゃくしょく',"dramatization (e.g. of a novel), dramatisation, adaptation","Noun, Suru verb",,,
,,"dramatization, embellishment, exaggeration, embroidery",,,,
,,,,,,
5,"脚註='きゃくちゅう', 脚注='きゃくちゅう'",footnote,Noun,,,
,,Note (typography),,,,
,,,,,,
6,脚本家='きゃくほんか',"scriptwriter, playwright, scenario writer",Noun,,,
,,Screenwriter,,,,
,,,,,,
7,脚韻='きゃくいん',"rhyme, end rhyme",Noun,,,
,,,,,,
8,"脚立='きゃたつ', 脚榻='きゃたつ'","stepladder, steps",Noun,,,
,,,,,,
9,脚光='きゃっこう',"footlight, limelight",Noun,,,
,,,,,,
10,"脚力='きゃくりょく, きゃくりき'","leg strength, walking ability",Noun,,,
賜物,,,,,,
1,"賜物='たまもの', 賜='たまもの'","gift, boon",Noun,,,
,,"(good) result, fruit (e.g. of one's efforts)",,,,
不明瞭,,,,,,
1,不明瞭='ふめいりょう',"dimness, obscurity, indistinctness, unclear, unintelligible","Na-adjective, Noun",,,
仕草,,,,,,
1,"仕種='しぐさ', 為種='しぐさ', 仕草='しぐさ'","gesture, movement, action, behavior, behaviour, bearing, mannerism",Noun,,,
,,"acting, performance",,,,
逆さ,,,,,,
1,"倒さ='さかさ', 逆さ='さかさ'","inverted, upside down, reversed, back to front","No-adjective, Na-adjective, Noun",Abbreviation,逆さま,
,,,,,,
2,"倒='さかさま', 逆様='さかさま', 逆さま='さかさま'","inverted, upside down, reversed, back to front","Na-adjective, No-adjective, Noun",,,
,,,,,,
3,"さかさまつ毛='さかさまつげ', 逆さ睫毛='さかさまつげ', 逆さまつ毛='さかさまつげ', 逆さまつげ='さかさまつげ', 逆さ睫='さかさまつげ'","turned-in eyelashes, ingrown eyelashes, trichiasis",Noun,,,
,,,,,,
4,"逆さ鯰='さかさなまず', no kanji='サカサナマズ'",upside-down catfish (Synodontis nigriventris),Noun,Usually written using kana alone,,
,,Synodontis nigriventris,,,,
,,,,,,
5,逆さ吊り='さかさづり',hanging upside down,Adverb,,,
,,,,,,
6,逆さ箸='さかさばし',taking food with one's chopsticks upside down (a breach of etiquette),Noun,,,
,,,,,,
7,"逆様事='さかさまごと', 倒事='さかさまごと', 逆さま事='さかさまごと'",child dying before parents,Noun,"Obscure term, Usually written using kana alone",,
,,"occurrence out of sequence, wrong order",,,,
,,,,,,
8,逆さ言葉='さかさことば',"word said backwards, word of opposite meaning",Noun,,,
,,,,,,
9,逆さ読み='さかさよみ',reading a word backwards (often to make slang),"Noun, Suru verb",,"ズージャー, ぱいおつ",
,,,,,,
10,"逆さくらげ='さかさくらげ', 逆さ海月='さかさくらげ'","traditional love hotel, traditional Japanese inn specially for couples",Noun,,"連れ込み宿, 温泉マーク",
探偵,,,,,,
1,探偵='たんてい',"detective, sleuth, investigator","Noun, Suru verb, No-adjective",,,
,,Detective,,,,
,,,,,,
2,探偵小説='たんていしょうせつ',detective story,Noun,,,
,,,,,,
3,探偵団='たんていだん',detective team,Noun,,,
,,"study group, club",,,,
,,,,,,
4,探偵社='たんていしゃ',detective agency,Noun,,,
,,,,,,
5,探偵業='たんていぎょう',"detective work, detective industry",Noun,,,
,,,,,,
6,探偵事務所='たんていじむしょ',"detective bureau, investigation firm",Noun,,,
,,,,,,
7,探偵はBARにいる='no reading provided',Tantei wa Bar ni Iru,Wikipedia definition,,,
,,,,,,
8,探偵学園Q='no reading provided',Detective School Q,Wikipedia definition,,,
,,,,,,
9,探偵 神宮寺三郎シリーズ='no reading provided',Jake Hunter,Wikipedia definition,,,
,,,,,,
10,探偵ハート&ハート='no reading provided',Hart to Hart,Wikipedia definition,,,
破滅,,,,,,
1,破滅='はめつ',"ruin, destruction, fall","Noun, Suru verb",,,
,,,,,,
2,破滅に向かって (CD EDITION) 1992.1.7 TOKYO DOME LIVE='no reading provided',On the Verge of Destruction 1992.1.7 Tokyo Dome Live (album),Wikipedia definition,,,
,,,,,,
3,破滅へのカウントダウン='no reading provided',Countdown to Extinction,Wikipedia definition,,,
即刻,,,,,,
1,即刻='そっこく',"immediately, at once, instantly",Adverbial noun,,,
へらへら,,,,,,
1,"no kanji='ヘラヘラ, へらへら'","foolishly (laughing), thoughtlessly (smiling)","Adverb, Adverb taking the 'to' particle, Suru verb",Onomatopoeic or mimetic word,,
,,"indiscreetly (talking), carelessly (speaking), frivolously, flippantly",,,,
,,"thin (paper, cloth, etc.), flimsy",,,,
,,"flaring up, bursting into flames",,,,
分割,,,,,,
1,分割='ぶんかつ',"partition, division, separation, segmenting, splitting","Noun, Suru verb",,,
,,,,,,
2,"歩割='ぶわり', 分割='ぶわり'","rate, ratio, percentage",Noun,,歩合 ぶあい,
,,"commission, poundage, percentage",,,,
,,,,,,
3,分割 (データベース)='no reading provided',Partition (database),Wikipedia definition,,,
,,,,,,
4,分割払い='ぶんかつばらい',"payment by installments, payment by instalments, hire-purchase",Noun,,,
,,,,,,
5,分割統治='ぶんかつとうち',"divide and rule, divide and conquer",Noun,,,
,,Divide and rule,,,,
,,,,,,
6,分割表='ぶんかつひょう',contingency table,Noun,Mathematics,,
,,Contingency table,,,,
,,,,,,
7,分割統治法='ぶんかつとうちほう',divide and conquer,Noun,Computer terminology,,
,,Divide and conquer algorithm,,,,
,,,,,,
8,分割ウィンドウ='ぶんかつウィンドウ',split window,Noun,,,
,,,,,,
9,分割バー='ぶんかつバー',division bar,Noun,Computer terminology,,
,,,,,,
10,分割プロット='ぶんかつプロット',subplot,Noun,Computer terminology,,
代名詞,,,,,,
1,代名詞='だいめいし',pronoun,Noun,linguistics terminology,,
,,"synonym, classic example, pattern, byword, representative",,,,
,,Pronoun,,,,
掬われる,,,,,,
1,"掬う='すくう', 抄う='すくう'","to scoop, to ladle out","Godan verb with u ending, Transitive verb",Usually written using kana alone,,
因縁,,,,,,
1,"因縁='いんねん, いんえん'","fate, destiny",Noun,,,
,,"connection, tie, bond, origin",,,,
,,"pretext, justification",,,,
,,"hetu and prataya (direct causes and indirect conditions, which underlie the actions of all things)",,,,
,,,,,,
2,"因縁を付ける='いんねんをつける', 因縁をつける='いんねんをつける'","to invent a pretext for a quarrel, to pick a fight","Expression, Ichidan verb",,,
,,,,,,
3,因縁生起='いんねんせいき',"dependent arising, doctrine that everything has a cause and there is nothing that arises out of nothing",Noun,Buddhist term,,
有象無象,,,,,,
1,有象無象='うぞうむぞう',"mob, the masses, rabble, riffraff",Noun,Yojijukugo (four character compound),,
牢獄,,,,,,
1,牢獄='ろうごく',"prison, jail, gaol",Noun,,,
いびつ,,,,,,
1,歪='いびつ',"distorted, crooked, irregular, warped","Na-adjective, Noun, No-adjective",Usually written using kana alone,,
,,"oval, elliptical shape",,,,
,,"round, wooden container for cooked rice",,,,
,,oval coin,,,,
,,,,,,
2,no kanji='イビツァ・クラリ',Ivica Kralj,Wikipedia definition,,,
生じる,,,,,,
1,生じる='しょうじる',"to produce, to yield, to cause","Ichidan verb, Transitive verb",,生ずる,
,,"to result from, to arise, to be generated",,,,
陳腐,,,,,,
1,陳腐='ちんぷ',"stale, hackneyed, cliched","Na-adjective, Noun",,,
,,,,,,
2,陳腐化='ちんぷか',"obsolescence, becoming obsolete (of a product, etc.)","Noun, Suru verb",,,
北極,,,,,,
1,北極='ほっきょく',North Pole,"Noun, No-adjective",,,
,,the Arctic,,,,
,,Hokkyoku,,,,
,,Arctic,,,,
,,,,,,
2,北極圏='ほっきょくけん',"Arctic Circle, the Arctic",Noun,,南極圏,
,,Hokkyokuken,,,,
,,Arctic Circle,,,,
,,,,,,
3,"北極熊='ほっきょくぐま', no kanji='ホッキョクグマ'",polar bear (Ursus maritimus),Noun,Usually written using kana alone,白熊,
,,Polar bear,,,,
,,,,,,
4,北極海='ほっきょくかい',Arctic Ocean,Noun,,,
,,Arctic Ocean,,,,
,,,,,,
5,北極振動='ほっきょくしんどう',Arctic oscillation,Noun,,,
,,Arctic oscillation,,,,
,,,,,,
6,"no kanji='ホッキョククジラ', 北極鯨='ほっきょくくじら'","bowhead whale (Balaena mysticetus), Greenland right whale",Noun,Usually written using kana alone,,
,,Bowhead whale,,,,
,,,,,,
7,"北極狐='ほっきょくぎつね', no kanji='ホッキョクギツネ'","Arctic fox (Vulpes lagopus, formerly Alopex lagopus)",Noun,Usually written using kana alone,,
,,Arctic fox,,,,
,,,,,,
8,北極点='ほっきょくてん',North Pole,Noun,,,
,,North Pole,,,,
,,,,,,
9,北極星='ほっきょくせい',"Polaris (star in the constellation Ursa Minor), Alpha Ursae Minoris, the North Star",Noun,"Astronomy, etc. term",ポラリス,
,,Pole star,,,,
,,,,,,
10,北極気団='ほっきょくきだん',Arctic air mass,Noun,,,
一礼,,,,,,
1,一礼='いちれい',"bow (salute, greeting)","Noun, Suru verb",,,
呼吸,,,,,,
1,呼吸='こきゅう',"breathing, respiration","Noun, Suru verb",,,
,,"knack, trick, secret (of doing something)",,,,
,,"harmony, balance, synchronization, accord",,,,
,,"short interval, short pause",,,,
,,Breathing,,,,
,,,,,,
2,呼吸困難='こきゅうこんなん',"labored breathing, laboured breathing, dyspnea, dyspnoea","Noun, No-adjective",,,
,,Dyspnea,,,,
,,,,,,
3,呼吸器疾患='こきゅうきしっかん',respiratory illness,Noun,,,
,,Respiratory disease,,,,
,,,,,,
4,呼吸孔='こきゅうこう',breathing hole,Noun,,,
,,,,,,
5,呼吸機能='こきゅうきのう',respiratory function,Noun,,,
,,,,,,
6,呼吸器='こきゅうき',respiratory organs,Noun,,,
,,Respiratory system,,,,
,,,,,,
7,呼吸不全='こきゅうふぜん',respiratory failure,Noun,,,
,,Respiratory failure,,,,
,,,,,,
8,呼吸筋='こきゅうきん',respiratory muscles,Noun,,,
,,Muscles of respiration,,,,
,,,,,,
9,呼吸法='こきゅうほう',"breathing techniques, breath control",Noun,Martial arts term,,
,,,,,,
10,呼吸器系='こきゅうきけい',respiratory system,Noun,,,
心底,,,,,,
1,"真底='しんそこ', 心底='しんそこ, しんてい'","bottom of one's heart, depths of one's mind, innermost thoughts",Noun,,,
,,"completely (from the bottom of one's heart), truly",,,,
,,Base of the heart,,,,
静止,,,,,,
1,静止='せいし',"stillness, repose, standing still","Noun, Suru verb, No-adjective",,,
,,,,,,
2,静止画='せいしが',still image,Noun,,,
,,,,,,
3,静止軌道='せいしきどう',"geostationary orbit, geosynchronous orbit",Noun,,,
,,Geostationary orbit,,,,
,,,,,,
4,静止衛星='せいしえいせい',satellite in geosynchronous orbit,Noun,,,
,,Geosynchronous satellite,,,,
,,,,,,
5,静止土圧係数='せいしどあつけいすう',coefficient of earth pressure at rest,Noun,,,
,,,,,,
6,静止画像='せいしがぞう',"background image, static image",Noun,Computer terminology,,
,,,,,,
7,静止画放送='せいしがほうそう',broadcasting of still pictures,Noun,,,
,,,,,,
8,静止質量='せいししつりょう',rest mass,Noun,,,
,,,,,,
9,静止摩擦='せいしまさつ',static friction,Noun,Physics terminology,,
,,,,,,
10,静止状態='せいしじょうたい',(in) a state of rest,Noun,,,
曲解,,,,,,
1,曲解='きょっかい',"misconstruction, distortion, misinterpretation, misunderstanding, perversion, contortion","Noun, Suru verb",,,
対極,,,,,,
1,対極='たいきょく',antipodes,Noun,,,
,,"other (opposite) extreme, opposite, antithesis",,,,
怪訝,,,,,,
1,怪訝='けげん',"dubious, puzzled, suspicious",Na-adjective,,,
気苦労,,,,,,
1,気苦労='きぐろう',"worry, care, anxiety",Noun,,,
儚き隔たり,,,,,,
1,"儚い='はかない', 果敢無い='はかない', 果敢ない='はかない', 果ない='はかない', 果無い='はかない', 果敢い='はかない'","fleeting, transient, short-lived, momentary, ephemeral, fickle, vain",I-adjective,Usually written using kana alone,,
,,"empty (dream, etc.), mere (hope), faint (possibility)",,,,
取り逃がし,,,,,,
1,"取逃す='とりにがす', 取り逃がす='とりにがす', 取り逃す='とりにがす'","to miss (capturing), to fail to catch, to let slip","Godan verb with su ending, Transitive verb",,,
定義,,,,,,
1,定義='ていぎ',definition,"Noun, Suru verb",,,
,,Definition,,,,
,,,,,,
2,定義域='ていぎいき',domain,Noun,Mathematics,,
,,Domain of a function,,,,
,,,,,,
3,定義済み関数='ていぎずみかんすう',predefined function,Noun,Computer terminology,,
,,,,,,
4,定義文字実体集合='ていぎもじじったいしゅうごう',definitional character entity set,Noun,Computer terminology,,
,,,,,,
5,定義可能='ていぎかのう',definable,Noun,Computer terminology,,
,,,,,,
6,定義済み='ていぎずみ',"built-in, predefined",Noun,Computer terminology,,
,,,,,,
7,定義済み変数='ていぎすみへんすう',"built-in variable, predefined variable",Noun,Computer terminology,,
,,,,,,
8,定義域 (データベース)='no reading provided',Data domain,Wikipedia definition,,,
脈絡,,,,,,
1,脈絡='みゃくらく',"chain of reasoning, logical connection, coherence, context",Noun,,,
,,,,,,
2,脈絡網膜炎='みゃくらくもうまくえん',chorioretinitis,Noun,,,
,,Chorioretinitis,,,,
,,,,,,
3,脈絡膜='みゃくらくまく',"choroid, chorioid, choroid coat",Noun,,,
,,,,,,
4,脈絡叢='みゃくらくそう',"choroid plexus, chorioid plexus",Noun,,,
,,,,,,
5,脈絡膜炎='みゃくらくまくえん',choroiditis,Noun,,,
人為,,,,,,
1,人為='じんい',"human work, human agency, art, artificiality","Noun, No-adjective",,,
,,,,,,
2,人為的='じんいてき',"artificial, unnatural",Na-adjective,,,
,,,,,,
3,人為選択='じんいせんたく',artificial selection,Noun,,人為淘汰,
,,Artificial selection,,,,
,,,,,,
4,人為淘汰='じんいとうた',artificial selection,Noun,Biology term,,
,,,,,,
5,人為分類='じんいぶんるい',artificial classification,Noun,,,
,,,,,,
6,人為突然変異='じんいとつぜんへんい',artificial mutation,Noun,,,
,,,,,,
7,人為ミス='じんいミス',human error,Noun,,,
付会,,,,,,
1,"附会='ふかい', 付会='ふかい'","adding, connecting, joining","Noun, Suru verb",,,
,,"drawing a forced inference, forced analogy",,,,
いい加減,,,,,,
1,"好加減='いいかげん', いい加減='いいかげん', 好い加減='いいかげん'","irresponsible, perfunctory, careless",Na-adjective,,,
,,"lukewarm, half-baked, halfhearted, vague",,,,
,,"reasonable, moderate",,,,
,,"considerably, quite, rather, pretty",,,,
,,,,,,
2,いい加減にしろ='いいかげんにしろ',"that's enough!, cut it out!, get a life!",Expression,,いい加減にしなさい,
,,,,,,
3,"好い加減にする='いいかげんにする', いい加減にする='いいかげんにする'","to put an end to something, to get something over with, to quit something one has been engaged in too long or to an excessive degree","Expression, Suru verb - irregular",,,
,,,,,,
4,いい加減にしなさい='いいかげんにしなさい',"shape up!, act properly!",Expression,,,
迂回,,,,,,
1,"迂廻='うかい', 迂回='うかい'",detour,Noun,,,
,,"to detour, to circumvent",,,,
,,turning movement,,,,
,,Tortuosity,,,,
,,,,,,
2,迂回路='うかいろ',"detour, diversion, alternative route",Noun,,,
,,,,,,
3,迂回貿易='うかいぼうえき',"commodity shunting, roundabout trade",Noun,,,
,,,,,,
4,迂回生産='うかいせいさん',roundabout production,Noun,,,
,,,,,,
5,迂回ルーティング='うかいルーティング',"alternate, detour routing",Noun,Computer terminology,,
そぐわない,,,,,,
1,no kanji='そぐわない',"unsuitable, not matching, out of character",I-adjective,,そぐう,
再利用,,,,,,
1,再利用='さいりよう',"reuse, recycling","Noun, Suru verb",,,
,,,,,,
2,再利用可能='さいりようかのう',"reusable, recyclable",Na-adjective,,,
,,,,,,
3,再利用率='さいりようりつ',reuse factor,Noun,Computer terminology,,
邪悪,,,,,,
1,邪悪='じゃあく',"wicked, evil","Na-adjective, Noun",,,
,,,,,,
2,邪悪の家='no reading provided',Peril at End House,Wikipedia definition,,,
まして,,,,,,
1,"増して='まして', 況して='まして'","still more, to say nothing of, not to mention","Expression, Adverb",Usually written using kana alone,,
,,still less,,,,
,,,,,,
2,況してや='ましてや',"much less, to say nothing of","Expression, Adverb",Usually written using kana alone,,
明瞭,,,,,,
1,"明瞭='めいりょう', 明了='めいりょう', 明りょう='めいりょう', 明亮='めいりょう'","clarity, clearness","Noun, Na-adjective",,,
,,,,,,
2,明瞭度='めいりょうど',articulation,Noun,,,
,,Articulation score,,,,
一切合財,,,,,,
1,"一切合財='いっさいがっさい', 一切合切='いっさいがっさい'","any and every thing, altogether, lock, stock, and barrel, the whole shooting match, the whole kit and caboodle, without reserve","Adverbial noun, Temporal noun",Yojijukugo (four character compound),,
構築,,,,,,
1,構築='こうちく',"construction, building, putting up, erecting, creation, formulation, architecture (systems, agreement, etc)","Noun, Suru verb",,,
,,,,,,
2,構築物='こうちくぶつ',structure,Noun,,,
,,Nonbuilding structure,,,,
,,,,,,
3,構築子='こうちくし',constructor,Noun,Computer terminology,コンストラクタ,
,,,,,,
